rvtr,artist,title,playCount,reason,approvedFacts,approvedStories,candidateFacts,candidateStories,researchSources,canBuildCardsReason
RVTR508452,Blake Shelton,Minimum Wage,0,ready_for_card_assembly,10,7,10,7,6,
RVTR401472,Aerosmith,I Wanna Know Why,0,ready_for_card_assembly,12,7,12,7,6,
RVTR184978,Ariana Grande,One Last Time,0,ready_for_card_assembly,10,7,10,7,7,
RVTR489060,Billie Eilish,Bury A Friend,0,ready_for_card_assembly,20,7,20,7,6,
RVTR611014,Billy Joel,You May Be Right,0,ready_for_card_assembly,15,7,15,7,7,
RVTR690653,5 Seconds Of Summer,Amnesia,0,ready_for_card_assembly,11,7,11,7,7,
RVTR887013,Ambrosia,Biggest Part Of Me,0,ready_for_card_assembly,18,8,18,8,7,
RVTR741698,Ariana Grande,God is a woman,0,ready_for_card_assembly,12,7,12,7,7,
RVTR821373,Blue October,Into The Ocean,0,ready_for_card_assembly,10,5,10,5,6,
RVTR129253,Avril Lavigne,What The Hell,0,ready_for_card_assembly,9,6,9,6,5,
RVTR644478,Augustana,Steal Your Heart,0,ready_for_card_assembly,17,8,17,8,7,
RVTR745951,Alexandra Stan,Mr. Saxobeat,0,ready_for_card_assembly,14,8,14,9,6,
RVTR032746,Angels & Airwaves,Adventure,0,ready_for_card_assembly,11,5,11,5,4,
RVTR923779,Art District,Back In The Day,0,ready_for_card_assembly,11,4,11,4,4,
RVTR855736,"Almost, The",Say This Sooner,0,ready_for_card_assembly,14,6,14,6,4,
RVTR428453,Aretha Franklin,Rock Steady,0,ready_for_card_assembly,18,6,18,6,7,
RVTR192468,Blake Shelton,God's Country,0,ready_for_card_assembly,13,8,13,8,6,
RVTR018990,Billy Joel,Travelin' Prayer,0,ready_for_card_assembly,12,5,12,5,6,
RVTR609530,Adele,Water Under the Bridge,0,ready_for_card_assembly,8,6,8,6,7,
RVTR903888,All Envy Aside,Burning Again,0,ready_for_card_assembly,11,4,11,4,3,
RVTR825550,Bee Gees,Love You Inside Out,0,ready_for_card_assembly,7,6,7,6,7,
RVTR581142,Al Green,Tired Of Being Alone,0,ready_for_card_assembly,11,7,11,7,7,
RVTR091604,Beyonce,Dangerously In Love,0,ready_for_card_assembly,14,7,14,7,7,
RVTR683317,Baha Men,Who Let The Dogs Out,0,ready_for_card_assembly,12,7,12,7,7,
RVTR242410,Babylon A.D.,Bang Go The Bells,0,ready_for_card_assembly,10,4,10,4,3,
RVTR776396,After The Fire,Der Kommissar,0,ready_for_card_assembly,7,4,7,4,5,
RVTR254865,Blotto,I Wanna Be A Lifeguard,0,ready_for_card_assembly,7,3,7,3,2,
RVTR487180,Alanis Morissette,Thank You,0,ready_for_card_assembly,9,6,9,6,7,
RVTR694061,Black Eyed Peas,Boom Boom Pow,0,ready_for_card_assembly,10,7,10,7,7,
RVTR351300,Ashlee Simpson,Outta My Head,0,ready_for_card_assembly,19,6,19,6,4,
RVTR069033,Blake Shelton,God Gave Me You,0,ready_for_card_assembly,11,8,11,8,7,
RVTR069405,"10,000 Maniacs",Like the Weather,0,ready_for_card_assembly,9,6,9,6,7,
RVTR185199,"Academy Is..., The",About A Girl,0,ready_for_card_assembly,10,5,10,5,3,
RVTR418424,Aerosmith,Lightning Strikes,0,ready_for_card_assembly,15,8,15,8,7,
RVTR792720,Aretha Franklin,A Deeper Love,0,ready_for_card_assembly,10,3,10,3,5,
RVTR705933,Andrew Gold,Go Back Home Again,0,ready_for_card_assembly,13,7,13,7,6,
RVTR302716,Alice In Chains,Check My Brain,0,ready_for_card_assembly,13,7,13,7,7,
RVTR955596,ABBA,I Still Have Faith In You,0,ready_for_card_assembly,18,7,18,7,4,
RVTR787640,Alanis Morissette,Uninvited,0,ready_for_card_assembly,15,6,15,6,4,
RVTR111776,Afrika Bambaattaa,Planet Rock,0,ready_for_card_assembly,8,2,8,2,2,
RVTR860850,B Rock & The Bizz,My Baby Daddy,0,ready_for_card_assembly,20,6,20,6,4,
RVTR635006,Barry Manilow,Life Will Go On,0,ready_for_card_assembly,20,8,20,8,7,
RVTR662904,BlackHawk,Goodbye Says It All,0,ready_for_card_assembly,15,9,15,9,7,
RVTR849550,Alice In Chains,Your Decision,0,ready_for_card_assembly,20,7,20,7,7,
RVTR482853,Beyoncé feat. Jay Z,Drunk In Love,0,ready_for_card_assembly,16,4,16,4,4,
RVTR753403,A Perfect Circle,The Outsider,0,ready_for_card_assembly,5,4,5,4,7,
RVTR388826,Blue Swede,Hooked On A Feeling,0,ready_for_card_assembly,11,7,11,7,6,
RVTR595707,Alabama Shakes,You Ain't Alone,0,ready_for_card_assembly,15,6,15,6,4,
RVTR843759,Arlo Guthrie,Motorcycle Song,0,ready_for_card_assembly,7,3,7,3,3,
RVTR045295,Beyonce,Best Thing I Never Had,0,ready_for_card_assembly,12,8,12,8,6,
RVTR195978,3 Doors Down,Here Without You,0,ready_for_card_assembly,11,6,11,6,7,
RVTR905724,Blake Shelton,The More I Drink,0,ready_for_card_assembly,18,5,18,5,7,
RVTR157396,Barry Manilow,We ll Meet Again,0,ready_for_card_assembly,10,3,10,3,3,
RVTR647878,Baby Bash F.Frankie J,Suga Suga,0,ready_for_card_assembly,14,8,14,8,4,
RVTR075309,Andy Grammer,Keep Your Head Up,0,ready_for_card_assembly,17,7,17,7,7,
RVTR701888,Big Time Rush,The City Is Ours,0,ready_for_card_assembly,21,5,21,5,4,
RVTR661278,Benson Boone,Beautiful Things,0,ready_for_card_assembly,14,6,14,6,6,
RVTR588713,Blondie,Die Young Stay Pretty,0,ready_for_card_assembly,14,6,14,6,7,
RVTR023516,3rd Bass,Triple Stage Darkness,0,ready_for_card_assembly,7,6,7,6,6,
RVTR454650,Anne Marie & Little Mix,Kiss My,0,ready_for_card_assembly,19,5,19,5,4,
RVTR766884,Bob Carlisle,Butterfly Kisses,0,ready_for_card_assembly,14,5,14,5,3,
RVTR451038,Beyonce &  Lady Gaga,Video Phone,0,ready_for_card_assembly,15,6,15,6,4,
RVTR262898,Big Audio Dynamite,James Brown,0,ready_for_card_assembly,13,6,13,6,3,
RVTR899849,All Time Low,I Feel Like Dancin',0,ready_for_card_assembly,18,6,18,6,4,
RVTR973394,"10,000 Maniacs",These Are The Days,0,ready_for_card_assembly,7,5,7,5,2,
RVTR891485,Blake Shelton,A Guy With A Girl,0,ready_for_card_assembly,10,6,10,6,7,
RVTR522758,Adventures,Another Silent Day,0,ready_for_card_assembly,13,4,13,4,3,
RVTR463659,Barbra Streisand,Woman In Love,0,ready_for_card_assembly,10,7,10,7,7,
RVTR150795,BlackHawk,Every Once In a While,0,ready_for_card_assembly,19,9,19,10,7,
RVTR562718,Alana Springsteen,Zero Trucks,0,ready_for_card_assembly,8,4,8,4,2,
RVTR177022,Barry Manilow,Let Freedom Ring,0,ready_for_card_assembly,10,3,10,3,3,
RVTR914687,Alicia Keys,Teenage Love Affair,0,ready_for_card_assembly,16,7,16,7,7,
RVTR027354,Beyoncé Ft. Nicki Minaj,Flawless,0,ready_for_card_assembly,22,8,22,8,4,
RVTR798600,Big Sean f./Chris Brown,My Last,0,ready_for_card_assembly,16,6,16,6,4,
RVTR538877,38 Special,Back Where You Belong,0,ready_for_card_assembly,11,3,11,3,4,
RVTR334675,Allman Brothers Band,Soulshine 2007,0,ready_for_card_assembly,23,5,23,5,4,
RVTR174907,Billie Eilish,Happier Than Ever,0,ready_for_card_assembly,15,7,15,7,6,
RVTR299289,21 Savage & Metro Boomin,No Heart,0,ready_for_card_assembly,35,6,37,6,4,
RVTR038080,Black Eyed Peas,That's The Joint,0,ready_for_card_assembly,12,4,12,4,3,
RVTR145946,Bill Withers,Just The Two Of Us,0,ready_for_card_assembly,16,6,16,6,4,
RVTR226826,Arthur Conley,Sweet Soul Music,0,ready_for_card_assembly,12,6,12,6,5,
RVTR324493,Barry Manilow,Turn The Radio Up,0,ready_for_card_assembly,5,4,5,4,5,
RVTR382389,Amazing Grace,Scottish Bagpipes,0,ready_for_card_assembly,9,5,9,5,3,
RVTR794517,Big Data feat. Joywave,Dangerous ,0,ready_for_card_assembly,19,6,19,6,4,
RVTR998432,Anne Marie & Niall Horan,Our Song,0,ready_for_card_assembly,21,7,21,7,4,
RVTR479735,Bad Company,Rock 'n' Roll Fantasy,0,ready_for_card_assembly,11,6,11,6,7,
RVTR855310,Billy Currington,We Are Tonight,0,ready_for_card_assembly,6,4,6,4,6,
RVTR149386,Blondie,Hanging On The Telephone,0,ready_for_card_assembly,17,6,17,6,7,
RVTR046215,Annie Lennox,No More I Love Yous,0,ready_for_card_assembly,13,7,14,7,4,
RVTR410729,Badfinger,Sweet Tuesday Morning,0,ready_for_card_assembly,12,7,12,7,6,
RVTR869306,Billy Thorpe,Children of the Sun,0,ready_for_card_assembly,9,6,9,6,6,
RVTR199812,Backstreet Boys,Larger Than Life,0,ready_for_card_assembly,14,7,14,7,7,
RVTR831633,Barry Manilow,Bring On Tomorrow,0,ready_for_card_assembly,15,5,15,5,6,
RVTR447739,Avril Lavigne,Wish You Were Here,0,ready_for_card_assembly,11,5,11,5,6,
RVTR539322,Annie Lennox,I Put A Spell On You,0,ready_for_card_assembly,14,7,14,7,7,
RVTR785864,Ben Harper,Diamonds On The Inside,0,ready_for_card_assembly,12,5,12,5,4,
RVTR201995,Amy Winehouse,Between The Cheats,0,ready_for_card_assembly,15,7,15,7,6,
RVTR730534,Adam Lambert,Whataya Want From Me,0,ready_for_card_assembly,14,7,14,7,7,
RVTR097852,Alicia Keys,Doesn't Mean Anything,0,ready_for_card_assembly,14,6,14,6,6,
RVTR996449,Bad Company,Running With The Pack,0,ready_for_card_assembly,13,4,13,4,4,
RVTR824130,Bob Dylan,All Along The Watchtower,0,ready_for_card_assembly,19,8,19,8,7,
RVTR141092,Alice Cooper,Billion Dollar Babys,0,ready_for_card_assembly,29,3,29,3,4,
RVTR395455,Big Time Rush,If I Ruled The World,0,ready_for_card_assembly,19,6,19,6,7,
RVTR052335,"Automatic Automatic, The",Monster,0,ready_for_card_assembly,12,5,12,5,3,
RVTR324933,Bebe Rexha,You Can't Stop The Girl,0,ready_for_card_assembly,9,2,9,2,2,
RVTR232939,Ariana Grande,No Tears Left To Cry,0,ready_for_card_assembly,11,7,11,7,7,
RVTR643082,Backstreet Boys,All I Have To Give,0,ready_for_card_assembly,11,6,11,6,7,
RVTR116371,Ariana Grande Ft. Zedd,Break Free,0,ready_for_card_assembly,15,5,15,5,4,
RVTR444314,Alan Walker x Imanbek,Sweet Dreams,0,ready_for_card_assembly,8,4,9,4,3,
RVTR112407,Basement Jaxx,Where's Your Head At,0,ready_for_card_assembly,13,6,13,6,4,
RVTR710244,Barry Manilow,If We Only Have Love,0,ready_for_card_assembly,6,2,6,2,3,
RVTR794354,Animation,Vintage Banned Cartoons,0,ready_for_card_assembly,11,2,11,2,4,
RVTR525982,Beyonce And Shakira,Beautiful Liar,0,ready_for_card_assembly,14,6,14,6,4,
RVTR154591,Billy Currington,People Are Crazy,0,ready_for_card_assembly,10,8,10,8,7,
RVTR802953,Big Country,Where The Rose Is Sown,0,ready_for_card_assembly,19,8,19,8,7,
RVTR266920,Babyface,Every Time I Close My Eyes,0,ready_for_card_assembly,12,7,12,7,7,
RVTR810121,Baby Bash & Sean Kingston,What Is It,0,ready_for_card_assembly,11,5,11,5,4,
RVTR799106,Asleep At The Wheel,Hot Rod Lincoln,0,ready_for_card_assembly,21,5,21,5,4,
RVTR344863,Barry Manilow,Dancin' In The Aisles,0,ready_for_card_assembly,6,2,6,2,2,
RVTR837568,Barry Manilow,Looks Like We Made It,0,ready_for_card_assembly,11,6,11,6,6,
RVTR772849,Billie Ray Martin,Your Loving Arms,0,ready_for_card_assembly,18,6,18,6,6,
RVTR938046,A Perfect Circle,Weak And Powerless,0,ready_for_card_assembly,11,7,11,7,7,
RVTR447265,Baby Cham & Alicia Keys,Ghetto Story,0,ready_for_card_assembly,20,8,20,9,4,
RVTR527135,Backstreet Boys,Quit Playing Games,0,ready_for_card_assembly,12,7,12,7,7,
RVTR569691,Atlanta Rhythm Section,So Into You,0,ready_for_card_assembly,18,7,18,7,4,
RVTR601256,Barry Manilow,Please Don t Be Scared,0,ready_for_card_assembly,9,8,9,8,6,
RVTR047312,Big Time Rush,Til I Forget About You,0,ready_for_card_assembly,11,6,11,6,7,
RVTR855443,Angels & Airwaves,Everything's Magic,0,ready_for_card_assembly,11,5,11,5,4,
RVTR762831,Backstreet Boys,We've Got It Goin' On,0,ready_for_card_assembly,13,5,13,5,6,
RVTR909219,Alessia Cara,Scars To Your Beautiful,0,ready_for_card_assembly,19,8,19,8,7,
RVTR451411,Blondie Vs. The Doors,Rapture Riders,0,ready_for_card_assembly,15,5,15,5,4,
RVTR822548,Van McCoy & Pan's People,Do the Hustle,0,insufficient_approved_facts,2,1,2,1,3,Need at least 3 approved facts.
RVTR176377,Bee Gees,New York Mining Disaster 1941,0,ready_for_card_assembly,14,5,14,5,6,
RVTR792810,Barry White,Practice What You Preach,0,ready_for_card_assembly,18,9,18,9,7,
RVTR540602,Ariana Grande Ft. Mac Miller,The Way,0,ready_for_card_assembly,14,6,14,6,3,
RVTR126793,Barry Manilow,Copacabana,0,ready_for_card_assembly,14,7,14,7,7,
RVTR800886,B.G. The Prince Of Rap,This Beat Is Hot,0,ready_for_card_assembly,7,4,7,4,5,
RVTR777947,Billy Ocean,When The Going Gets Tough,0,ready_for_card_assembly,10,8,10,8,7,
RVTR969928,Blackout All Stars,I Like It Like That,0,ready_for_card_assembly,15,6,15,6,3,
RVTR725703,Bad Meets Evil f./Bruno Mars,Lighters,0,ready_for_card_assembly,6,5,6,5,3,
RVTR971796,Big Time Rush f./Snoop Dogg,Boyfriend,0,ready_for_card_assembly,10,4,10,4,4,
RVTR638337,Alan Jackson,Chasin' That Neon Rainbow,0,ready_for_card_assembly,9,5,10,5,3,
RVTR733940,The Music Explosion,Little Bit O Soul,0,ready_for_card_assembly,14,5,14,5,3,
RVTR346954,Backstreet Boys,As Long As You Love Me,0,ready_for_card_assembly,13,6,13,6,7,
RVTR534821,Barry Manilow,Somewhere Down The Road,0,ready_for_card_assembly,8,6,8,6,6,
RVTR602337,"Bedingfield, Daniel",Gotta Get Thru This,0,ready_for_card_assembly,17,6,17,6,4,
RVTR251167,Amy with Vince Gill Grant,House Of Love,0,ready_for_card_assembly,14,6,14,6,3,
RVTR182415,Billy J. Kramer And The Dakotas,Bad To Me,0,ready_for_card_assembly,7,3,7,3,2,
RVTR730582,Blessid Union Of Souls,Let Me Be The One,0,ready_for_card_assembly,9,5,9,5,7,
RVTR929803,April Wine,Comin Right Down On Top Of Me,0,ready_for_card_assembly,14,4,14,4,4,
RVTR497447,Arlo Guthrie,Alice's Restaurant,0,ready_for_card_assembly,13,4,13,4,4,
RVTR088284,Ace Hood Ft. Future & Rick Ross,Bugatti,0,ready_for_card_assembly,15,7,15,7,4,
RVTR155060,Birdman F.Lil Wayne & Drake,Money To Blow,0,ready_for_card_assembly,16,3,16,3,4,
RVTR665246,Bo Diddley,Can't Judge A Book By The Cover,0,ready_for_card_assembly,16,5,16,5,4,
RVTR145525,Black Eyed Peas,Don't Phunk With My Heart,0,ready_for_card_assembly,10,4,10,4,4,
RVTR987205,Avril Lavigne,Here's To Never Growing Up,0,ready_for_card_assembly,12,6,12,6,6,
RVTR991843,Ariana Grande Ft. Nicki Minaj,Side To Side,0,ready_for_card_assembly,22,6,22,6,4,
RVTR498260,Aliotta Haynes Jeremiah,Lake Shore Drive,0,ready_for_card_assembly,10,6,10,6,3,
RVTR653855,Alicia Keys,Empire State Of Mind (Part II),0,ready_for_card_assembly,17,6,17,6,6,
RVTR186068,Afrojack f./Eva Simons,Take Over Control,0,ready_for_card_assembly,12,5,12,5,3,
RVTR072547,Andy Gibb,I Just Wanna Be Your Everything,0,ready_for_card_assembly,13,4,13,4,3,
RVTR082306,Anita Baker,Giving You The Best That I Got,0,ready_for_card_assembly,7,6,7,6,7,
RVTR566972,Armin Van Buuren f./Nadia Ali,Feels So Good,0,ready_for_card_assembly,14,4,14,4,3,
RVTR383880,B.B King. & Eric Clapton,Riding With The King,0,ready_for_card_assembly,7,3,7,3,2,
RVTR501687,Across the Universe,Happiness is a Warm Gun,0,ready_for_card_assembly,15,5,15,5,4,
RVTR650856,Barry Manilow,When The Good Times Come Again,0,ready_for_card_assembly,8,5,8,5,6,
RVTR796650,Billy J. Kramer And The Dakotas,From A Window,0,ready_for_card_assembly,4,2,4,2,2,
RVTR564563,Air Supply,Making Love Out Of Nothing At All,0,ready_for_card_assembly,12,7,12,7,7,
RVTR946035,Asher Roth,G.R.I.N.D. (Get Ready It's A New Day),0,ready_for_card_assembly,11,4,11,4,5,
RVTR333349,Axwell Feat Steve Edwards,Watch The Sunrise,0,ready_for_card_assembly,9,4,9,4,3,
RVTR380706,Gladys Knightl,I've Got to Use My Imagination,0,insufficient_approved_facts,2,1,2,1,1,Need at least 3 approved facts.
RVTR855851,Barry White,Can't Get Enough Of Your Love Babe,0,ready_for_card_assembly,13,6,13,6,6,
RVTR459851,Barry Manilow,Everything s Gonna Be All Right,0,ready_for_card_assembly,14,4,14,4,3,
RVTR315748,Billy Currington,Pretty Good At Drinkin' Beer,0,ready_for_card_assembly,11,6,11,6,6,
RVTR365043,Avicii And Sebastien Drums,My Feelings For You,0,ready_for_card_assembly,12,7,12,7,4,
RVTR422675,Billy Currington,Must Be Doin' Somethin' Right,0,ready_for_card_assembly,13,6,13,6,6,
RVTR066538,Blood Sweat & Tears,You've Made Me So Very Happy,0,ready_for_card_assembly,13,4,13,4,4,
RVTR193928,Blake Shelton feat. Gwen Stefani,Happy Anywhere,0,ready_for_card_assembly,14,4,14,4,3,
RVTR637780,Baby Bash f./Slim Thug & Stooie Bros,Swanananana,0,insufficient_approved_facts,2,1,2,1,2,Need at least 3 approved facts.
RVTR057748,Ariana Grande Ft. Iggy Azalea & Big Sean,Problem,0,ready_for_card_assembly,13,4,13,4,3,
RVTR248682,Black Rebel Motercycle Club,Beat The Devils Tattoo,0,insufficient_approved_facts,2,1,2,1,1,Need at least 3 approved facts.
RVTR245040,Aretha Franklin & Ray Charles,It Takes Two To Tango,0,ready_for_card_assembly,14,4,14,4,4,
RVTR095454,Billy Ocean,Caribbean Queen (No More Love On The Run),0,ready_for_card_assembly,6,5,6,5,7,
RVTR263086,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",0,ready_for_card_assembly,18,7,18,7,6,
RVTR292741,Afrika Bambaataa & The Soulsonic Force,Renegades of Funk,0,ready_for_card_assembly,14,5,14,5,3,
RVTR686981,Alex Gaudino Feat Crystal Waters,Destination Calabria,0,ready_for_card_assembly,9,5,9,5,3,
RVTR187192,Glenn Campbell,Wichita Lineman,0,ready_for_card_assembly,12,7,12,7,4,
RVTR660602,Johnny Rivers,Memphis Tennesee,0,ready_for_card_assembly,8,2,9,2,4,
RVTR749029,Chubby Checkers,Let's Twist Again,0,ready_for_card_assembly,8,3,8,3,2,
RVTR255602,Mamas and The Papas,California Dreamin,0,ready_for_card_assembly,20,4,20,4,4,
